transaction_id,date,amount,currency,sender_account_id,sender_name,receiver_account_id,receiver_name,description,transaction_type
05A3939E-BB8,2000-07-16,1492970.58,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
A15D8B69-3C3,2000-07-16,748681.11,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Transmission tariff payment,wire_transfer
686F4228-3D9,2000-07-16,508704.56,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
68B59CF9-326,2000-07-17,1220604.33,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
30EF2305-6AF,2000-07-17,1220511.87,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Power purchase agreement,wire_transfer
557B1AD5-709,2000-07-18,852887.48,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Capacity reservation charge,wire_transfer
5CAAC1D0-C1F,2000-07-19,1951535.34,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Interconnection fee,wire_transfer
B2BA925E-E89,2000-07-19,687274.3,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
4F49E1F9-EAF,2000-07-19,1117164.77,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
A584FFF1-542,2000-07-21,635862.3,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Capacity reservation charge,wire_transfer
BAD7A837-4EC,2000-07-21,1506035.81,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
7691B1FD-80C,2000-07-21,522099.82,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
99DBBAB2-E78,2000-07-21,1579401.07,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
119DD905-3AF,2000-07-22,1108620.55,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
BEBA951F-8F8,2000-07-22,552696.81,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Capacity reservation charge,wire_transfer
B1CC098D-84C,2000-07-23,452066.28,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
06BEEFFC-8B7,2000-07-23,1768766.86,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Regulatory compliance fee,wire_transfer
DDA3AE10-FAE,2000-07-23,1206420.97,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Power purchase agreement,wire_transfer
83D5BE5C-713,2000-07-23,174195.23,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Equipment lease payment,wire_transfer
60C5DA45-FE3,2000-07-24,1063625.16,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Quarterly service fee,wire_transfer
8B70A95C-232,2000-07-24,433408.2,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Capacity reservation charge,wire_transfer
23DA5078-A8A,2000-07-25,247514.08,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Natural gas procurement,wire_transfer
33B82DA3-D19,2000-07-26,1662691.23,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
D8DAE93F-D4C,2000-07-26,61104.05,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Balancing charge adjustment,wire_transfer
C7EB6A01-EE3,2000-07-26,1013468.5,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
C3B3B121-6B3,2000-07-26,292754.09,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
A49D0722-641,2000-07-26,1819369.4,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Natural gas procurement,wire_transfer
F4AF45BA-CE4,2000-07-27,662084.4,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Fuel supply agreement,wire_transfer
D240A02C-77E,2000-07-27,1968945.42,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
493FBFE3-2FD,2000-07-28,1849076.94,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
22FC2086-909,2000-07-31,200125.71,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Natural gas procurement,wire_transfer
E0C236A5-1BE,2000-07-31,54040.46,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Equipment lease payment,wire_transfer
FFE38D4B-C87,2000-07-31,1643299.03,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Fuel supply agreement,wire_transfer
9D5FF845-9EE,2000-08-01,962517.65,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
3545E52D-378,2000-08-02,1498168.5,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Equipment lease payment,wire_transfer
ADED62C5-45C,2000-08-02,1204164.75,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
AAE1D2CD-45F,2000-08-02,788215.56,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Equipment lease payment,wire_transfer
36A2FEA6-13F,2000-08-02,1479823.26,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Pipeline maintenance services,wire_transfer
F3E149A1-C52,2000-08-03,1278869.19,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Pipeline maintenance services,wire_transfer
FF9BA3F6-9BF,2000-08-04,1853012.54,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
4CF40092-835,2000-08-04,198066.84,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Equipment lease payment,wire_transfer
30A7E1E7-AD3,2000-08-04,96529.19,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Quarterly service fee,wire_transfer
95966D6E-ACB,2000-08-04,698585.93,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
63CEC00C-BF7,2000-08-05,839744.28,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Power purchase agreement,wire_transfer
1F24ABC2-C45,2000-08-05,10389.3,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Power purchase agreement,wire_transfer
2CBACD25-F9B,2000-08-05,1303232.31,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,IT infrastructure services,wire_transfer
0E4AE4EC-928,2000-08-06,1617074.13,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
DD783097-912,2000-08-06,546453.6,USD,ACC-ENR-001,Enron Corp,ACC-SPE-006,Talon LLC,Advisory services Q2,wire_transfer
8EAAE907-F86,2000-08-06,503852.38,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
38AF344A-02E,2000-08-07,1853770.97,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
1C225975-A8E,2000-08-08,884712.21,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
617238DD-8EB,2000-08-09,1862063.13,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Balancing charge adjustment,wire_transfer
BFBC20AD-FD6,2000-08-09,1502868.19,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Capacity reservation charge,wire_transfer
191A322F-19E,2000-08-10,1063541.12,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Gas supply contract payment,wire_transfer
0F9E5A8A-5CF,2000-08-10,1584847.47,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Fuel supply agreement,wire_transfer
6C5751F4-0FA,2000-08-11,960122.56,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,IT infrastructure services,wire_transfer
DCEF188F-014,2000-08-11,1682357.17,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Equipment lease payment,wire_transfer
DCF72E15-985,2000-08-11,1868444.43,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
F4D939D0-A8A,2000-08-11,81439.21,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Quarterly service fee,wire_transfer
F04351C5-6C2,2000-08-12,257112.08,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
6CADDDFC-2F3,2000-08-12,1570771.27,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
80F8FA07-872,2000-08-13,461296.06,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Interconnection fee,wire_transfer
FAE78605-021,2000-08-14,1128015.56,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Pipeline maintenance services,wire_transfer
0A8B8B36-08E,2000-08-14,1463021.88,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
078DA181-55B,2000-08-15,1578041.65,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Gas supply contract payment,wire_transfer
06B15F0A-625,2000-08-15,101190.52,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Pipeline maintenance services,wire_transfer
9F3BA090-9AA,2000-08-15,93166.24,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
6EB6C3E8-E3B,2000-08-16,721823.28,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Interconnection fee,wire_transfer
9ED5F91E-4CB,2000-08-16,1001095.74,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
5E8AB806-8DA,2000-08-17,1909671.64,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
339317FA-BC6,2000-08-17,1421985.57,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Equipment lease payment,wire_transfer
DE949BDE-5AA,2000-08-17,1768490.73,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Quarterly service fee,wire_transfer
5E7A81EA-8EF,2000-08-18,737979.07,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Energy trading settlement,wire_transfer
EFE94DB7-21C,2000-08-18,1476785.84,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
9DDDBA7C-590,2000-08-18,927917.76,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Capacity reservation charge,wire_transfer
3339890A-D31,2000-08-18,1649449.22,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Transmission tariff payment,wire_transfer
F47DBCA3-6EF,2000-08-19,693814.72,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Balancing charge adjustment,wire_transfer
6ABDDC19-50B,2000-08-19,1325153.97,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Regulatory compliance fee,wire_transfer
45029AE0-69F,2000-08-19,1929503.5,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
CA2ACBFD-CDD,2000-08-19,1886520.08,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Fuel supply agreement,wire_transfer
534C3880-BBC,2000-08-20,1298942.28,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Natural gas procurement,wire_transfer
E68BE28B-D4C,2000-08-20,61214.03,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Pipeline maintenance services,wire_transfer
A82C8A5C-527,2000-08-20,716726.57,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
10DAFF92-B72,2000-08-21,1822861.68,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Balancing charge adjustment,wire_transfer
CB39EA8C-6F3,2000-08-21,1359833.5,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Transmission tariff payment,wire_transfer
FD51D839-C28,2000-08-22,1197746.79,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Equipment lease payment,wire_transfer
59D9825E-18F,2000-08-22,606224.93,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
69727EC7-3AF,2000-08-23,1946500.37,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Fuel supply agreement,wire_transfer
E37161FC-9CA,2000-08-24,1330035.61,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Quarterly service fee,wire_transfer
1181A857-3F8,2000-08-24,1208882.06,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
D7A40C67-D62,2000-08-25,901867.35,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Quarterly service fee,wire_transfer
055EB8F3-798,2000-08-25,1178778.49,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
171FFD83-CAE,2000-08-26,1358353.27,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
F389A417-D72,2000-08-26,1630763.93,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Energy trading settlement,wire_transfer
DE488FF7-DB8,2000-08-26,1101229.3,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Transmission tariff payment,wire_transfer
9DBE1E97-3F4,2000-08-26,1470290.95,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Equipment lease payment,wire_transfer
F5900266-673,2000-08-27,1324737.1,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Interconnection fee,wire_transfer
DA536790-359,2000-08-27,301392.5,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Quarterly service fee,wire_transfer
2318E193-312,2000-08-27,281399.11,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Capacity reservation charge,wire_transfer
5C7681D1-D1A,2000-08-28,1995428.42,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Regulatory compliance fee,wire_transfer
655B7AEA-523,2000-08-28,1337116.88,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Natural gas procurement,wire_transfer
9B1BF02C-83B,2000-08-28,768914.95,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Balancing charge adjustment,wire_transfer
60EACAFD-FCE,2000-08-28,1900368.45,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Quarterly service fee,wire_transfer
EAF0CFF7-0F5,2000-08-31,766952.27,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
D23B8782-0EE,2000-09-01,1692580.43,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
34F9741B-436,2000-09-01,1873281.59,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
3E592756-578,2000-09-03,541673.6,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Fuel supply agreement,wire_transfer
329F299D-A72,2000-09-03,392605.7,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Quarterly service fee,wire_transfer
FA3B2DCB-13A,2000-09-03,529682.35,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
7EC4D6AF-D15,2000-09-03,248433.72,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
C6025B5C-AB4,2000-09-04,1149701.44,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Pipeline maintenance services,wire_transfer
F31C0F15-272,2000-09-04,643874.76,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Power purchase agreement,wire_transfer
10D73307-5F4,2000-09-04,215371.05,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Energy trading settlement,wire_transfer
21EDA4C5-7E2,2000-09-04,726775.41,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,IT infrastructure services,wire_transfer
30103068-9C4,2000-09-05,25567.98,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
048776C4-725,2000-09-06,1584526.9,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Capacity reservation charge,wire_transfer
3922AE10-DE5,2000-09-06,860520.6,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Power purchase agreement,wire_transfer
762E1846-358,2000-09-07,507215.24,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Pipeline maintenance services,wire_transfer
FCAA76AA-840,2000-09-07,607782.58,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
3B4FFC28-433,2000-09-07,1330141.08,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Natural gas procurement,wire_transfer
6DEAD836-32E,2000-09-08,1091987.55,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Equipment lease payment,wire_transfer
D8F692F7-130,2000-09-08,1197791.86,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
DFAF4ECC-3EF,2000-09-09,96296.42,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
9195D0D8-E36,2000-09-09,1084334.53,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Pipeline maintenance services,wire_transfer
ACB99E90-71D,2000-09-09,1697305.29,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
2E48093E-58D,2000-09-09,1817973.3,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Capacity reservation charge,wire_transfer
1BDCD300-53E,2000-09-10,658480.76,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
594FF515-ACE,2000-09-10,1661201.63,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Natural gas procurement,wire_transfer
916B541E-C45,2000-09-10,1040042.62,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
8C815F90-54C,2000-09-10,1593346.98,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
7739C946-3FE,2000-09-11,745358.91,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Power purchase agreement,wire_transfer
036D2504-682,2000-09-11,749451.32,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
D2111D2C-61D,2000-09-11,1371779.6,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Quarterly service fee,wire_transfer
67AF44F1-352,2000-09-11,599530.46,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Gas supply contract payment,wire_transfer
B1997776-A3D,2000-09-12,81602.43,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Balancing charge adjustment,wire_transfer
6E1271E8-D0F,2000-09-14,80299.22,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
75DAB74E-E77,2000-09-15,809985.61,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
9FCC8F50-A37,2000-09-15,1585648.74,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
99248FFA-CD5,2000-09-15,399140.97,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Gas supply contract payment,wire_transfer
B4E8A289-1F5,2000-09-15,1706439.55,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Fuel supply agreement,wire_transfer
3A8AE279-507,2000-09-16,448189.36,USD,ACC-ENR-001,Enron Corp,ACC-SPE-001,LJM Cayman L.P.,Investment management fee,wire_transfer
F9132FCF-7D6,2000-09-16,849296.37,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Equipment lease payment,wire_transfer
A02B7400-4A8,2000-09-18,214389.36,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Energy trading settlement,wire_transfer
E80BE953-F3F,2000-09-19,1138830.81,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
4907C7E9-F5B,2000-09-19,169337.13,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
145473E2-507,2000-09-19,1567639.9,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Power purchase agreement,wire_transfer
EBB4F3CD-C8F,2000-09-20,133627.42,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Energy trading settlement,wire_transfer
3580A6D4-A90,2000-09-20,1122596.72,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Power purchase agreement,wire_transfer
8B627959-062,2000-09-21,38586.76,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
CB17CF78-B5C,2000-09-21,1520269.01,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Pipeline maintenance services,wire_transfer
9A18299D-4CD,2000-09-21,152105.58,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Power purchase agreement,wire_transfer
5D9776E5-D21,2000-09-22,135355.34,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Transmission tariff payment,wire_transfer
9729D331-BA5,2000-09-22,1320387.26,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Balancing charge adjustment,wire_transfer
48BC10D1-8DC,2000-09-22,1860733.56,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Gas supply contract payment,wire_transfer
18EF0F61-81B,2000-09-23,1122006.43,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
CDFC648B-A17,2000-09-23,1929623.1,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Transmission tariff payment,wire_transfer
FABA2409-859,2000-09-23,242520.83,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
9AC75E61-D30,2000-09-24,67616.83,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,IT infrastructure services,wire_transfer
C4E30B02-45D,2000-09-24,1236533.86,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
011F183A-F41,2000-09-24,1021892.09,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Energy trading settlement,wire_transfer
D3FB1F00-2DB,2000-09-28,1733404.14,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
C16E1E4B-079,2000-09-28,1375286.5,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
D2130712-056,2000-09-28,1600634.33,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
40CC8967-8E6,2000-09-29,165547.38,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
9D914386-CFD,2000-09-29,1152425.06,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Power purchase agreement,wire_transfer
B5CF3EEB-F53,2000-09-29,50000000.0,USD,ACC-ENR-001,Enron Corp,ACC-SPE-001,LJM Cayman L.P.,Equity contribution,wire_transfer
9FE708B5-263,2000-09-30,1512977.74,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
78D8D4AC-9FA,2000-09-30,775714.42,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Capacity reservation charge,wire_transfer
67554A6E-643,2000-10-01,1150068.12,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Power purchase agreement,wire_transfer
D7E4CCA6-8DB,2000-10-01,1779479.89,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Gas supply contract payment,wire_transfer
E2C8526E-46E,2000-10-01,950922.83,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
EF64533A-470,2000-10-02,1628820.91,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
526939E7-795,2000-10-02,1219780.62,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
95352F4A-81B,2000-10-02,1853704.77,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Natural gas procurement,wire_transfer
5357309E-608,2000-10-03,483772.94,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,IT infrastructure services,wire_transfer
B07B4F0A-2BF,2000-10-03,1358659.14,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
A95EE45A-E85,2000-10-04,120101.27,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
